CD_SETOR,VV_mean_dB,VH_mean_dB,NDVI_mean
350950210000095,15.344283373002058,10.012285238086086,0.16892938089288814
350950210000068,16.719247127756987,11.49658691569652,0.15648142411118868
350950210000090,16.24300459073623,10.868788064710818,0.14669962786445226
350950210000176,15.739438163212705,8.597053444977908,0.155398208772799
350950210000144,15.403257863408424,9.404376566890944,0.07339337121116493
350950210000056,15.97522289444926,10.740368524303564,0.18594728424628584
350950210000148,15.76642729499538,10.99944060120704,0.09216071792433606
350950210000151,15.10294412291293,9.28524578483058,0.2811844434394674
350950210000143,15.817781903927505,10.946979149011499,0.14006689346028556
350950210000024,16.39484869436463,11.03308300817607,0.11174880023896766
350950210000040,16.258061386669308,11.73550041077074,0.08226240289192435
350950210000083,16.145528590954516,10.844920067510005,0.16852591150705395
350950210000058,18.047449234121157,10.827220643337318,0.08544831567163921
350950210000104,16.329842860325655,11.597037621574254,0.10892841395997821
350950210000114,17.315039350779035,10.275008919341639,0.25924335410267957
350950210000081,16.202721348659132,10.33084268546324,0.14090135762726694
350950210000069,15.625351202441937,10.245436200586012,0.13773008720348337
350950210000100,18.369412390074082,10.971382651730535,0.12815212853746594
350950210000150,13.8553217822175,8.318628353444081,0.21917602441689932
350950210000106,17.46672109871307,10.30436374356391,0.18517163282201732
350950210000137,17.966717268557623,10.956859628545798,0.2221786403836784
350950210000109,17.383139221124413,13.831770041890998,0.08749077225744321
350950210000113,16.526722538640726,9.318547372188089,0.2564201032345797
350950210000159,17.296818018521822,9.857037769291612,0.19119699462292375
350950210000093,17.467585982515445,12.838826179819629,0.08013865336638173
350950210000139,16.91062953830398,10.061672522093374,0.2624464462766474
350950210000088,14.004132661254655,8.133504275406354,0.31302081405962556
350950210000038,15.342600455573809,9.294580710704262,0.21138379645091934
350950210000168,17.221644258135004,9.562612353175068,0.1411803956822184
350950210000002,16.62235399316793,11.11114470413042,0.1928862391656386
350950210000191,14.27879051237397,9.293876946528973,0.08230059919925237
350950210000001,17.472466480897285,12.456684736985443,0.15940211221376685
350950210000187,16.190502337867457,8.46901067817721,0.14479125788912617
350950210000145,18.0313491876261,12.477426585571447,0.14160421458556774
350950210000142,16.39968859384129,9.622966542511067,0.1251898087547062
350950210000126,16.440815856501853,10.369380522526718,0.16730266430179988
350950210000128,16.168248033653008,10.597403513812313,0.21930962315702734
350950210000149,12.014628564328936,6.223653127463511,0.22287668455685242
350950210000170,16.612974032610857,11.851424695804527,0.13698741452356045
350950210000125,16.22146448489104,9.813054689324638,0.25456443298961634
350950210000092,17.230059519994693,13.194494559269272,0.09812219411725137
350950210000189,16.40206873383073,7.8656266614520645,0.1640619667854162
350950210000147,16.074053608751864,11.706601606377104,0.16168371141771523
350950210000162,16.936281606193194,13.321254819236463,0.11001733668064115
350950210000060,16.83317802612486,13.54551850485368,0.039263306063287096
350950210000103,16.335009990129095,9.643390472407194,0.3131750650450428
350950210000005,15.342140160671864,7.499469738692829,0.15222114228956488
350950210000006,14.389611443798616,8.654777274137189,0.1481155689359939
350950210000098,16.472156202248286,11.002776215628728,0.21673712028543826
350950210000105,15.76379303731738,10.880442992398732,0.19044348917642248
350950210000110,18.192308183617328,9.292051961390428,0.25997049021298146
350950210000099,16.130739484147266,10.55621680624057,0.1544346556021883
350950210000037,15.92575516023978,10.275346288731923,0.1906095485140933
350950210000091,15.434429316684676,10.466140024736701,0.13309430618942442
350950210000172,14.423691952140748,8.626890740915698,0.02882393995488026
350950210000003,17.462379446845247,11.268610665812844,0.1788066659968152
350950210000030,16.00039962338678,10.84201867476878,0.08045281454998758
350950210000101,16.68091453458542,10.53386753393049,0.23152990920200367
350950210000181,16.32335178400223,12.176010437320102,0.13860706696398964
350950210000116,17.70513531401929,9.880543055802017,0.2510203090504017
350950210000153,16.321386384099583,7.954693923368804,0.13784710130236422
350950210000127,15.314830403681938,9.236400975806614,0.274602630618626
350950210000082,17.844634606975273,12.768154085800058,0.1341276002899649
350950210000089,16.07040990821762,10.79554168789116,0.19024354375194977
350950210000160,15.11484817573561,10.334608125343468,0.10158124115811476
350950210000165,16.53212513776309,13.802112417134156,0.014859658778187025
350950210000096,15.503608918263508,9.3293798346658,0.18029828349692
350950210000021,16.726068141246095,9.991224150251462,0.24697265126841011
350950210000140,16.026401854676926,8.829415387849945,0.3150546407553388
350950210000136,17.84856767933883,10.395205741927159,0.08363389553470935
350950210000138,17.450757957537576,11.24944672859626,0.10206902987177836
350950210000094,16.496997503848895,11.879646017675546,0.15017843681803963
350950210000066,15.523400638435737,9.552260359470573,0.18685349797764453
350950210000115,18.336010899874378,10.868195215818274,0.26553651185311955
350950210000111,16.631666128577216,9.913868417811784,0.17212046895735628
350950210000007,17.299435380357124,10.807665483200383,0.25331887773777345
350950210000152,16.12702387815647,9.57423813977881,0.1351843104683008
350950210000118,16.339727048946145,10.682765321947796,0.2438265372828755
350950210000117,15.402734269657692,9.65246609782588,0.2652936905364122
350950210000135,17.824084959530744,11.915689414311501,0.1182288392372126
350950210000017,17.481592339824438,13.740501131781413,0.1715579655102129
350950210000102,17.356949316080108,11.45579617664698,0.10824949661716006
350950210000171,13.752734717461657,8.26820962960128,0.10944741893339072
350950210000107,17.334709543933666,10.072860101632685,0.17958539924555172
350950210000108,16.833322583956946,12.760144970203473,0.06500951931213579
350950210000146,17.628471757588464,12.818903671375018,0.13547733957062572
350950210000186,13.36800073757127,6.943823131117925,0.20035938039527515
350950210000141,18.21022297484452,8.682584635898332,0.12628667932283225
